Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/24,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
05/24,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
06/24,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
07/24,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
08/24,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
09/24,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
10/24,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
11/24,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
12/24,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
01/25,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
02/25,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
03/25,0,0,0,0,0,0,0,0,0,BLUE,2,2024-25
