Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/21,,,,,,, ,, ,AIE,2,2021-22
05/21,0,0,0,0,0,0, ,0, ,AIE,2,2021-22
06/21,,,,,,,,,,AIE,2,2021-22
07/21,,,,,,,,,,AIE,2,2021-22
08/21,,,,,,,,,,AIE,2,2021-22
09/21,,"Monthly Traffic And Operating Statistics (Provisional)
 (Non- Scheduled Domestic Services)",,,,,,,,AIE,2,2021-22
10/21,AIRCRAFT FLOWN,,,"PASSENGERS CARRIED
(IN NUMBER)","PASSENGER KMS.PERFORMED
(IN THOUSAND)","AVAILABLE SEAT KILOMETRE
(IN THOUSAND)"," PAX.LOAD FACTOR#
(IN %)","AVAILABLE TONNE KILOMETRE
(IN THOUSAND)"," WEIGHT LOAD FACTOR##
(IN %)",AIE,2,2021-22
11/21,"DEPARTURES
(IN NUMBER)","HOURS
(IN NUMBER)","KILOMETRE
(IN THOUSAND)",,,,,,,AIE,2,2021-22
12/21,,,,,,, ,, ,AIE,2,2021-22
01/22,2492,9672.25,6526.15,305402,828316.478,1213863.9,68.23800246469148,121013.0974,61.76154573579238,AIE,2,2021-22
02/22,2467,9537.55,6445.1269999999995,318809,864204.81,1198793.622,72.08954019610225,117267.1425,66.2554518843162,AIE,2,2021-22
03/22,,,,,,, ,, ,AIE,2,2021-22
