Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/24,6042,23383.45,15532.034,1010979,2664.613,3202.538,83.20316573917312,325.507345,76.5920117716545,INDIGO,2,2024-25
05/24,6433,24480.2,16337.753,1121897,2930.439,3347.344,87.5452000152957,341.914653,80.24762052991335,INDIGO,2,2024-25
06/24,6542,24981.083333333332,16692.972,1093594,2870.305,3404.054,84.3201958605827,349.836071,76.48189571623676,INDIGO,2,2024-25
07/24,6929,26604.583333333332,17696.724,1120074,2941.699,3577.183,82.23507156329435,365.030429,75.33216717119218,INDIGO,2,2024-25
08/24,7169,27517.15,18330.529,1138708,3003.274,3678.993,81.63304469456723,357.745156,78.37141532113435,INDIGO,2,2024-25
09/24,7125,27117.166666666668,18038.09,1109716,2872.226,3594.938,79.89639876960327,340.17925799999995,79.18899011767496,INDIGO,2,2024-25
10/24,7257,27764.4,18450.131,1173741,3044.414,3763.401,80.89528593949996,352.315132,81.25751067654964,INDIGO,2,2024-25
11/24,7075,27334.166666666668,18110.311,1198155,3115.645,3573.551,87.1862469571583,347.82276,82.91186292696891,INDIGO,2,2024-25
12/24,7874,30392.8,19928.153,1335486,3497.684,4034.4,86.69651001388064,382.044736,84.8694659151121,INDIGO,2,2024-25
01/25,8050,31081.9,20352.866,1389506,3646.063,4149.705,87.86318545535164,393.269722,85.91301925857388,INDIGO,2,2024-25
02/25,7332,28284.633333333335,18574.655,1250961,3281.709,3776.299,86.90278497544817,356.50225,85.79750646735049,INDIGO,2,2024-25
03/25,8231,31657.466666666667,20915.109,1288619,3390.03,4264.695,79.49056145867408,400.393267,79.65427725336849,INDIGO,2,2024-25
