Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/20,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
05/20,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
06/20,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
07/20,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
08/20,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
09/20,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
10/20,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
11/20,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
12/20,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
01/21,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
02/21,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
03/21,0,0,0,0,0,0,0,0,0,BLUE,2,2020-21
