Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/21,,,,,,, ,, ,BLUE,2,2021-22
05/21,0,0,0,0,0,0, ,0, ,BLUE,2,2021-22
06/21,,,,,,,,,,BLUE,2,2021-22
07/21,,,,,,,,,,BLUE,2,2021-22
08/21,,,,,,,,,,BLUE,2,2021-22
09/21,,"Monthly Traffic And Operating Statistics (Provisional)
 (Non- Scheduled Domestic Services)",,,,,,,,BLUE,2,2021-22
10/21,AIRCRAFT FLOWN,,,"PASSENGERS CARRIED
(IN NUMBER)","PASSENGER KMS.PERFORMED
(IN THOUSAND)","AVAILABLE SEAT KILOMETRE
(IN THOUSAND)"," PAX.LOAD FACTOR#
(IN %)","AVAILABLE TONNE KILOMETRE
(IN THOUSAND)"," WEIGHT LOAD FACTOR##
(IN %)",BLUE,2,2021-22
11/21,"DEPARTURES
(IN NUMBER)","HOURS
(IN NUMBER)","KILOMETRE
(IN THOUSAND)",,,,,,,BLUE,2,2021-22
12/21,69,108.58,73,,,, ,2293,70.56258177060619,BLUE,2,2021-22
01/22,,,,,,, ,, ,BLUE,2,2021-22
02/22,,,,,,, ,, ,BLUE,2,2021-22
03/22,,,,,,, ,, ,BLUE,2,2021-22
