Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/19,2385,4257,1792,134597,56.195,82.941,67.75298103471142,7.713,66.37624789316739,ALLIANCE,1,2019-20
05/19,2617,4703,1958,152294,64.35,91.234,70.53291536050156,8.466,69.25584691708009,ALLIANCE,1,2019-20
06/19,2494,4511,1886,147259,61.093,86.163,70.90398430881005,7.988,69.68703054581873,ALLIANCE,1,2019-20
07/19,2469,4463,1810,135724,56.763,85.207,66.61776614597392,7.916,65.31834259727135,ALLIANCE,1,2019-20
08/19,2603,4532,1790,134431,56.175,88.069,63.785213866400206,8.187,62.5662635886161,ALLIANCE,1,2019-20
09/19,2667,4610,1787,135642,55.415,88.338,62.73064819217098,8.209,61.581191375319776,ALLIANCE,1,2019-20
10/19,2700,4667,1805,145086,58.309,88.373,65.98055967320335,8.2,64.8609756097561,ALLIANCE,1,2019-20
11/19,2507,4410,1658,134676,54.529,82.734,65.90881620615467,7.676,64.78634705575821,ALLIANCE,1,2019-20
12/19,2690,4690,1751,145520,58.192,88.009,66.12051040234522,8.157,65.06436189775654,ALLIANCE,1,2019-20
01/20,2684,4627,1747,142268,57.617,89.407,64.44349994966836,8.291,63.339766011337595,ALLIANCE,1,2019-20
02/20,2735,4683,1695,145354,58.381,89.662,65.11231067787914,8.303,64.10454052752016,ALLIANCE,1,2019-20
03/20,1987,3345,1196,82612,33.51,65.187,51.40595517511161,5.954,51.34531407457171,ALLIANCE,1,2019-20
