Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/20,,,,,0,0,,0,,AI,1,2020-21
05/20,457,832,482,41595,39.002038,77.788,50.13888774618193,9.105,133.77937397034597,AI,1,2020-21
06/20,2211,4151,2425,197747,184.473,354.204,52.08100416709015,37.112,52.025059280017224,AI,1,2020-21
07/20,2260,4147.166666666668,2995.653,142583,142.506476,346.488378,41.128789606905656,36.508463860000056,42.10147399447441,AI,1,2020-21
08/20,2589,4926.883333333331,3533.723,224999,251.564875,421.68664,59.65682835007531,44.54605526000003,58.482586347871326,AI,1,2020-21
09/20,3519,6869.066666666666,4840.043,318320,358.675638,617.835674,58.0535655505059,66.26531628,56.35762956355419,AI,1,2020-21
10/20,4518,8688.666666666668,6060.188,426369,471.20885100000004,756.541355,62.2846124518864,80.35141349599998,60.14383277340322,AI,1,2020-21
11/20,5081,9988.3,6311.359,558588,613.972451,880.142182,69.75832582013436,93.12094972000008,67.15065098436149,AI,1,2020-21
12/20,5857,11809.466666666665,7037.842,627009,686.2676160000001,1035.020571,66.30473202450004,110.47135226399992,63.5213160735136,AI,1,2020-21
01/21,6365,12779.166666666673,7603.38,672139,729.220203,1111.072948,65.63207252166848,119.09654744000002,61.86193280700864,AI,1,2020-21
02/21,6285,12700.333333333325,7426.432,786746,849.666055,1085.916366,78.24415227571956,116.35816318000003,73.3019310711845,AI,1,2020-21
03/21,7102,14076.63333333333,8371.057,785520,850.1711339999999,1203.236619,70.65701962317023,128.13175841999998,67.64484114843073,AI,1,2020-21
