Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/21,,,,,,, ,, ,AIE,1,2021-22
05/21,,,,,,, ,, ,AIE,1,2021-22
06/21,,,,,,, ,, ,AIE,1,2021-22
07/21,,,,,,, ,, ,AIE,1,2021-22
08/21,4,12.28,3.884,271,518.514,722.424,71.7741935483871,104.96935,75.19090953692672,AIE,1,2021-22
09/21,76,202.9099999999999,118.58200000000001,7517,11480.755,22056.252,52.05215736563038,1111.573654,83.74246012851255,AIE,1,2021-22
10/21,70,183.71,106.12,7314,10888.549,19738.32,55.16451754759271,873.405306,86.91589263141023,AIE,1,2021-22
11/21,238,665.0999999999999,386.68518279569895,20578,32898.314,71923.44399999999,45.740737887913156,3997.4362220000003,84.9952630964077,AIE,1,2021-22
12/21,,,,,,,,,,AIE,1,2021-22
01/22,4,5.93,2.848,277,190.816,529.728,36.02150537634409,16.008608,89.83276996975627,AIE,1,2021-22
02/22,26,40.300000000000004,18.512,2372,1681.032,3443.232,48.821339950372206,110.894,88.8712680577849,AIE,1,2021-22
03/22,26,41.589999999999996,18.512,3227,2287.656,3443.232,66.43920595533498,167.14911999999998,87.8377917873573,AIE,1,2021-22
