Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/22,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
05/22,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
06/22,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
07/22,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
08/22,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
09/22,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
10/22,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
11/22,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
12/22,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
01/23,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
02/23,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
03/23,0,0,0,0,0,0,0,0,0,AKASA,2,2022-23
