Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/23,3392,4508,1266.382,141648,56.181264999999996,81.080621,69.29062001140815,8.3102236,61.97140230980066,ALLIANCE,1,2023-24
05/23,3708,5025,1406.74,184966,74.060872,92.25047900000001,80.28237121673915,9.201733200000001,73.36007848174505,ALLIANCE,1,2023-24
06/23,3165,4303,1225.92,144033,58.587737000000004,79.738924,73.47445144857988,7.986160800000001,66.87951181815033,ALLIANCE,1,2023-24
07/23,2956,4032,1144.864,123706,50.629716,74.16158100000001,68.26946690901856,7.44139,62.001966036440834,ALLIANCE,1,2023-24
08/23,2906,3910,1110.781,124526,50.562014000000005,72.269417,69.9632238627302,7.2283228,63.868293511385744,ALLIANCE,1,2023-24
09/23,2880,3845,1072.314,119632,48.241523,70.31791899999999,68.60487865120129,7.0143591999999995,62.76664323688207,ALLIANCE,1,2023-24
10/23,2973,4017,1128.028,129759,53.137492,74.085689,71.72436771155628,7.360558400000003,65.89500389024833,ALLIANCE,1,2023-24
11/23,2759,3706,1031.894,123592,50.002641000000004,68.51167699999999,72.9841148100929,6.808367200000001,66.959564876675,ALLIANCE,1,2023-24
12/23,2804,3779,1056.725,130927,53.599753,69.57136166666666,77.04284020889152,6.891299999999995,70.87905759681693,ALLIANCE,1,2023-24
01/24,2712,3648,1016.259,132650,53.130559,66.318095,80.11472434484132,6.722751199999994,72.0157179129441,ALLIANCE,1,2023-24
02/24,2664,3563,994.004,129279,51.364544,64.966573,79.06303446235344,6.5672352,71.27245404566102,ALLIANCE,1,2023-24
03/24,2968,3953,1100.836,140154,55.778509,71.425846,78.09289231239906,7.2229088,70.3630601848247,ALLIANCE,1,2023-24
