Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/19,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
05/19,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
06/19,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
07/19,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
08/19,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
09/19,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
10/19,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
11/19,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
12/19,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
01/20,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
02/20,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
03/20,0,0,0,0,0,0,0,0,0,BLUE,2,2019-20
