Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/21,1217,2420,1231,52874,22051,46841,47.0762793279392,4336,46.88653136531366,ALLIANCE,1,2021-22
05/21,2185,2845,1577,70363,29715,54547,54.47595651456542,5064,53.988941548183256,ALLIANCE,1,2021-22
06/21,2336,3081,1712,80491,33347,58161,57.33567167001943,5401,56.67468987224588,ALLIANCE,1,2021-22
07/21,2499,3277,1811,91031,38186,63455,60.17807895358915,5883,59.493455719870816,ALLIANCE,1,2021-22
08/21,2572,3515,1824,107718,48771,70954,68.7360825323449,6576,67.73114355231144,ALLIANCE,1,2021-22
09/21,2907,3811,2218,120306,54410,79476,68.46091901957824,7124,69.75014037057832,ALLIANCE,1,2021-22
10/21,3085,3958,2263,125358,56284,84022,66.98721763347694,7793,65.93096368535866,ALLIANCE,1,2021-22
11/21,24494,37612,19168,1024115,432291,736937,58.66050965007864,68179,58.04719928423708,ALLIANCE,1,2021-22
12/21,,,,,,,,,,ALLIANCE,1,2021-22
01/22,3209,4130,2120,145441,58434,78966,73.99893625104475,7319,72.96078699275857,ALLIANCE,1,2021-22
02/22,2907,3837.183333333333,2217.695,120306,48693.097,72765.28,66.91803700885917,7364.1905,67.47887157183129,ALLIANCE,1,2021-22
03/22,3085,4174.748999999997,2263.447,125358,50627.439,77281.834,65.51014174948281,7792.556,65.92830388386045,ALLIANCE,1,2021-22
