Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/20,219,784.4999999999997,578.327,0,0,0,0,11.647165000000001,33.30545548208512,SPICE,2,2020-21
05/20,5,11.483333333333333,7.912,287,0.697072,1.4168910000000001,49.19729181708402,0.1205825,43.356540128128046,SPICE,2,2020-21
06/20,168,604.62,445.11,27976,75.045,83.786,89.56746950564533,7.122,79.02274641954507,SPICE,2,2020-21
07/20,979,3055,2205.457,46940,132.85525700000002,148.535082,89.44368913466519,39.55087940000001,54.22153224512121,SPICE,2,2020-21
08/20,780,2524.3166666666666,1863.901,27239,98.159118,115.02952099999999,85.33384921249912,38.03894090000001,47.09579018584083,SPICE,2,2020-21
09/20,853,2960.083333333333,2156.619,42875,134.121099,159.160242,84.26796624247403,49.353448199999995,46.995372124252135,SPICE,2,2020-21
10/20,947,3330.2666666666664,2472.034,71309,190.153432,226.528084,83.9425419763847,55.58234683,54.05499853182435,SPICE,2,2020-21
11/20,1096,3705.2166666666667,2710.264,79804,204.071526,240.665215,84.79477435075111,61.85931589999999,40.22120095060735,SPICE,2,2020-21
12/20,1135,3823.4666666666667,2780.2929999999997,86107,211.372916,257.788734,81.99462898173046,63.720561700000005,45.0752964353263,SPICE,2,2020-21
01/21,1137,3824.3333333333335,2908.805,96827,243.498699,300.148624,81.12604207707446,68.198982,41.374264932239015,SPICE,2,2020-21
02/21,1026,3532.0166666666664,2583.141,82165,199.44701,259.072766,76.9849386639119,62.501645100000005,37.79746836247676,SPICE,2,2020-21
03/21,1153,4051,2977.287,86889,210.208403,271.712623,77.36423898127103,76.553325,35.943138177459964,SPICE,2,2020-21
