Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/21,,,,,,, ,, ,AI,2,2021-22
05/21,0,0,0,0,0,0, ,0, ,AI,2,2021-22
06/21,,,,,,,,,,AI,2,2021-22
07/21,,,,,,,,,,AI,2,2021-22
08/21,,,,,,,,,,AI,2,2021-22
09/21,,"Monthly Traffic And Operating Statistics (Provisional)
 (Non- Scheduled Domestic Services)",,,,,,,,AI,2,2021-22
10/21,AIRCRAFT FLOWN,,,"PASSENGERS CARRIED
(IN NUMBER)","PASSENGER KMS.PERFORMED
(IN THOUSAND)","AVAILABLE SEAT KILOMETRE
(IN THOUSAND)"," PAX.LOAD FACTOR#
(IN %)","AVAILABLE TONNE KILOMETRE
(IN THOUSAND)"," WEIGHT LOAD FACTOR##
(IN %)",AI,2,2021-22
11/21,"DEPARTURES
(IN NUMBER)","HOURS
(IN NUMBER)","KILOMETRE
(IN THOUSAND)",,,,,,,AI,2,2021-22
12/21,288,426.81666666666666,208.547,29482,15959.037,25856.14,61.72242647201013,2572.394999999999,46.63135590762696,AI,2,2021-22
01/22,3002,19192.115999999998,14673.105,534328,3047581.336,3621252.252,84.15821721109971,526799.652,71.00698806080456,AI,2,2021-22
02/22,3155,20289.66666666663,15369.236,568728,3170850.128,3801894.734,83.40183907890386,552778.3862599996,69.36037533690107,AI,2,2021-22
03/22,3414,21624.19999999999,16098.492,599741,3251503.098,3955215.832,82.20798146319719,570559.927652,67.98740254357575,AI,2,2021-22
