Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/24,32,114.18333,73.44,3688,8.463959999999998,13.88016,60.97883597883597,1.50596064,51.358596596521934,AKASA,2,2024-25
05/24,36,128.4,82.62,5093,11.688435,15.61518,74.8530276308054,1.69420572,66.32679353720987,AKASA,2,2024-25
06/24,72,288.95,186.864,10284,27.056383999999998,35.317296,76.6094437127916,3.8318331800000003,70.62956039229242,AKASA,2,2024-25
07/24,196,845.05,536.026,26249,72.299139,101.00723699999999,71.5781771161605,10.99174916,61.60920324349905,AKASA,2,2024-25
08/24,302,1331.33,861.104,40906,121.19668399999999,161.598135,74.99881356922837,17.65779862,65.13291105819621,AKASA,2,2024-25
09/24,322,1395.75,906.726,40124,114.74698699999999,170.031033,67.4859082929879,18.593323339999998,58.88509767614251,AKASA,2,2024-25
10/24,295,1269.05,808.722,39515,109.301666,151.33137,72.22670752270332,16.58365335,63.15978879285971,AKASA,2,2024-25
11/24,296,1331.85,843.546,41311,117.342992,157.832073,74.34673432946674,17.29775426,65.17245632324065,AKASA,2,2024-25
12/24,299,1350.22,848.897,47963,136.259118,158.84814,85.77948599209283,17.40748186,75.25049450202327,AKASA,2,2024-25
01/25,310,1406,882.7,47598,136.78029999999998,165.253245,82.77011443859998,18.1006462,72.59852783598411,AKASA,2,2024-25
02/25,270,1235.3666666666666,771.486,41175,119.527553,144.244824,82.86436191290996,15.820091920000001,73.37251603023556,AKASA,2,2024-25
03/25,363,1484.2,931.189,47170,120.928217,173.934708,69.52506396825642,19.09496164,61.81510564165763,AKASA,2,2024-25
