Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/20,84,589.5166666666665,619.278,3505,10.032445,129.675916,7.736552252308748,21.013450800000015,22.053538721969442,AI,2,2020-21
05/20,338,2308.3500000000004,2505.518,39457,271.69854,461.15,58.917605985037405,70.0019314,46.42837848842554,AI,2,2020-21
06/20,645,5636.983333333334,6507.477,110328,938.902613,1206.836438,77.79866297010166,182.83025056,52.90639753002051,AI,2,2020-21
07/20,646,5643.30066666667,5829.351000000001,99732,828.546563,1220.888347,67.8642371381402,188.09824420800024,46.85154283388666,AI,2,2020-21
08/20,596,5515.11666666667,4694.118,94308,822.193875,1202.207108,68.39036880823366,186.1404095079999,48.0072084879879,AI,2,2020-21
09/20,705,6605.750666666666,5713.628,93561,766.3536210000001,1446.711218,52.9721212820512,223.7953149520001,41.17688592992433,AI,2,2020-21
10/20,913,7669.998333333333,6574.196,119859,883.513971,1601.852774,55.155753720972115,243.1804358240001,45.377215674933566,AI,2,2020-21
11/20,1032,8280.808,6676.612999999999,139050,885.349371,1616.8589780000002,54.75736493080845,245.59804082400012,50.19230145668726,AI,2,2020-21
12/20,1076,8446.550000000003,7081.183999999999,168066,1248.1496319999999,1705.441054,73.18632497280085,258.8635021960001,56.21537598224943,AI,2,2020-21
01/21,1339,9340.899999999994,7715.018,206429,1377.109054,1842.69658,74.733359194708,277.9164570999999,55.572084366608046,AI,2,2020-21
02/21,1350,9485.250666666667,7827.214,211489,1384.452494,1886.130182,73.40174645484782,284.878116612,56.15947044760156,AI,2,2020-21
03/21,1478,10518.60000000001,8722.905,233320,1542.712942,2111.5296660000004,73.06139084100369,319.6134106239998,56.25036105346701,AI,2,2020-21
