Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/20,,,,,,,-,,-,VISTARA,1,2020-21
05/20,256,378.2,255.284,18416,18.946353,42.976544000000004,44.08533408363408,4.616114900000001,39.076878242350496,VISTARA,1,2020-21
06/20,1179,1976.14,1360,111914,130.24,230.117,56.59729615804135,24.866,53.80036998310946,VISTARA,1,2020-21
07/20,993,,1121.492,88235,100.586603,189.529484,53.07174423584671,18.566083299999992,61.38841166892751,VISTARA,1,2020-21
08/20,1282,2005.08,1353.047,141648,157.701778,230.743078,68.34518260175068,19.634803599999998,87.28377110428545,VISTARA,1,2020-21
09/20,2374,3863.24,2645.092,258441,294.649239,441.95979,66.66878880542504,34.5687529,91.35188739481546,VISTARA,1,2020-21
10/20,3093,5044.33,3457.575,339454,374.807299,574.8981779999999,65.19542300584575,60.07511210000004,65.56974710663916,VISTARA,1,2020-21
11/20,3324,5440.34,3694.811,397302,439.851271,621.5586500000001,70.76585146067872,66.06336,67.72619770928998,VISTARA,1,2020-21
12/20,4132,6815.01,4557.624,461382,506.98536700000005,759.198836,66.77899687928395,79.78390979999998,62.98391589979465,VISTARA,1,2020-21
01/21,4359,7169.33,4790.257,514479,563.7477210000001,804.955657,70.03463061568372,85.69505630000009,64.32851363095484,VISTARA,1,2020-21
02/21,4344,7290.26,4867.434,540244,599.906941,813.73975,73.7222116776279,85.72544430000004,68.70954570485677,VISTARA,1,2020-21
03/21,4678,7813,5254.559,499846,565.503537,876.286929,64.53406050976255,91.73296390000002,60.71015154019245,VISTARA,1,2020-21
