Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/23,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
05/23,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
06/23,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
07/23,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
08/23,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
09/23,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
10/23,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
11/23,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
12/23,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
01/24,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
02/24,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
03/24,0,0,0,0,0,0,0,0,0,BLUE,2,2023-24
