Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/20,188,261.25,202,0,0,0,0,6.264,61.84546615581098,BLUE,1,2020-21
05/20,285,418.1,313,0,0,0,0,9.723,75.1722719325311,BLUE,1,2020-21
06/20,460,580,449,0,0,0,0,14.085,75.58395456159035,BLUE,1,2020-21
07/20,478,612.66,478,0,0,0,0,14.479,76.55915463775123,BLUE,1,2020-21
08/20,456,609,458,0,0,0,0,14.059,77.41660146525358,BLUE,1,2020-21
09/20,491,664.58,493,0,0,0,0,15.201,76.84362870863758,BLUE,1,2020-21
10/20,471,629.33,466,0,0,0,0,14.526,74.24617926476664,BLUE,1,2020-21
11/20,447,600.05,451,0,0,0,0,14.043,73.53841771701204,BLUE,1,2020-21
12/20,517,696.17,519,0,0,0,0,15.866,74.05773351821506,BLUE,1,2020-21
01/21,440,598.67,436,0,0,0,0,13.228,74.65225279709706,BLUE,1,2020-21
02/21,424,544.75,414,0,0,0,0,12.711,74.67547793249942,BLUE,1,2020-21
03/21,460,573.16,449,0,0,0,0,14.024,74.6933827723902,BLUE,1,2020-21
