Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/22,6492,10677.35,7273.899,904428,1020.302203,1230.668368,82.90634825189558,129.18333630000006,76.14761216692621,VISTARA,1,2022-23
05/22,6917,11544.85,7750.206,982676,1105.461794,1303.5873000000001,84.80151609332187,136.70682310000007,78.05503361336616,VISTARA,1,2022-23
06/22,7191,11668.43,7828.635,991500,1101.1575030000001,1313.677044,83.82254284105464,137.45802740000008,77.79436254172522,VISTARA,1,2022-23
07/22,7287,11915.57,7948.856,1013331,1124.680071,1333.901392,84.31508338961235,139.59314219999993,78.55927942557626,VISTARA,1,2022-23
08/22,6987,11452.2,7691.606,981028,1091.970713,1293.3170400000001,84.4317888984127,135.58305900000005,77.62115998738453,VISTARA,1,2022-23
09/22,6982,11455.12,7700.176,996471,1105.4689990000002,1294.808976,85.37699533216706,135.75278520000003,77.52569397278923,VISTARA,1,2022-23
10/22,7282,11845.22,8016.386,1048868,1155.735457,1351.22994,85.53210839895983,141.73637109999999,78.83901271389333,VISTARA,1,2022-23
11/22,7056,11458.65,7675.688,1087214,1186.387404,1293.67948,91.70644060923036,135.51455731200008,83.50250124815898,VISTARA,1,2022-23
12/22,7579,12364.95,8242.185,1170412,1273.8667180000002,1386.6257879999998,91.8680965711277,145.32010880000007,83.08889050694131,VISTARA,1,2022-23
01/23,7374,12071.05,7914.68,1105388,1189.556732,1330.001656,89.44024442628213,139.1324348780001,81.87855706941501,VISTARA,1,2022-23
02/23,6752,11091.633333333333,7214.225,1052571,1128.1500700000001,1215.465154,92.81632355212712,127.23467977800007,85.35739874087346,VISTARA,1,2022-23
03/23,7467,12184.183333333332,7991.974,1149276,1233.831742,1347.55736,91.56061022886625,140.9823456000001,83.75881116909254,VISTARA,1,2022-23
