Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/19,2491,10054.83,6614.05,425124,1119.4139599999999,1230.21274,90.99352685942758,121.32213,87.95453887926298,AIE,2,2019-20
05/19,2590,10415.55,6868.840999999999,427204,1128.310709,1277.6044259999999,88.31455856274563,121.33807330799999,85.72056346484146,AIE,2,2019-20
06/19,2499,10039.69000000001,6661.286,400611,1050.243101,1238.999196,84.76543845957427,121.491766529,81.95708883056896,AIE,2,2019-20
07/19,2576,10252.920000000002,6833.808999999999,403628,1061.415196,1271.088474,83.50443086466065,106.68979601999999,96.13944926726838,AIE,2,2019-20
08/19,2603,10217.090000000013,6897.872,406847,1073.155838,1283.004192,83.6439853191064,109.093147382,95.47327159999529,AIE,2,2019-20
09/19,2501,9834.440000000019,6626.240999999999,366519,971.827893,1232.480826,78.85135999673555,99.40547713500001,95.01761008674221,AIE,2,2019-20
10/19,2642,10153.38,6848.665,378472,1002.41896,1273.85169,78.69196766540382,124.555109096,79.255641579435,AIE,2,2019-20
11/19,2512,9969.49,6672.4,391015,1026.858681,1241.0664,82.74002752793888,120.174583277,80.9966771656193,AIE,2,2019-20
12/19,2585,10232.330000000009,6858.513,433537,1138.7305020000001,1275.683418,89.26434928387539,126.15445451000001,86.35241798644911,AIE,2,2019-20
01/20,2601,10381.98999999999,6902.338,439962,1152.5990430000002,1283.834868,89.77782670722729,127.63550260199999,87.44623322089,AIE,2,2019-20
02/20,2422,9557.420000000015,6435.587,373745,981.979027,1197.019182,82.03536265469805,114.71474686699999,81.58695457917948,AIE,2,2019-20
03/20,1509,5872.3599999999915,3989.432,201498,535.0717070000001,742.0343519999999,72.10875150966058,49.376922254,98.48301742432048,AIE,2,2019-20
