Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/23,32,42,11.328,1805,0.63897,0.713664,89.53373015873018,0.0770304,79.63232697740112,ALLIANCE,2,2023-24
05/23,36,45,12.744,1987,0.7033980000000001,0.8920800000000001,78.84920634920634,0.08665919999999999,77.92156862745098,ALLIANCE,2,2023-24
06/23,34,40,12.036,1994,0.705876,0.8425199999999999,83.78151260504202,0.0818448,82.79584775086505,ALLIANCE,2,2023-24
07/23,48,58,16.992,2713,0.9604020000000001,1.18944,80.74404761904762,0.1155456,79.79411764705884,ALLIANCE,2,2023-24
08/23,62,76,21.948,3563,1.261302,1.53636,82.09677419354838,0.1492464,81.13092979127134,ALLIANCE,2,2023-24
09/23,60,74,21.24,3135,1.10979,1.4868,74.64285714285715,0.14443199999999998,73.76470588235296,ALLIANCE,2,2023-24
10/23,62,74,21.948,2858,1.011732,1.53636,65.85253456221199,0.1492464,65.07779886148008,ALLIANCE,2,2023-24
11/23,54,65,19.116,2077,0.7352580000000001,1.33812,54.94708994708996,0.1299888,54.30065359477124,ALLIANCE,2,2023-24
12/23,52,64,18.408,2571,0.910134,1.28856,70.63186813186813,0.1251744,69.80093373724979,ALLIANCE,2,2023-24
01/24,62,76,21.948,3380,1.19652,1.3827239999999998,86.53353814644137,0.1492464,76.96394686907021,ALLIANCE,2,2023-24
02/24,58,72,20.532,2879,1.019166,1.293516,78.7903667214012,0.1396176,70.07705332279023,ALLIANCE,2,2023-24
03/24,62,79,21.948,3331,1.179174,1.360776,86.65452653485953,0.1492464,75.84819466332186,ALLIANCE,2,2023-24
