Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/23,3322,5869.483333333334,2820,513025,429.326,505.632,84.90878741851782,57.825,64.30609597924773,AKASA,1,2023-24
05/23,3820,6932.066666666667,3362.354,629045,551.087,604.67,91.13847222451916,68.94843116,70.97321748546076,AKASA,1,2023-24
06/23,3787,7245.083333333333,3593.997,618053,588.786425,646.24646,91.10864994138615,73.69850199999999,71.48070119525633,AKASA,1,2023-24
07/23,4017,7878.583333333333,3861.915,624086,601.639694,694.445685,86.63596116951896,79.19242903,68.19846208977938,AKASA,1,2023-24
08/23,3369,6822.75,3460.018,526972,544.498,623.918,87.2707631451569,70.9511,68.84199117420306,AKASA,1,2023-24
09/23,3224,6568.616666666667,3270,517170,527.077,598.468,88.07104139235516,67.049,69.82418828021298,AKASA,1,2023-24
10/23,3330,6680.45,3381,524439,540.645,624.195,86.61475981063609,69.3368,70.2697413206263,AKASA,1,2023-24
11/23,3270,6634.316666666667,3299,536309,544.841,609.381,89.40892479417639,67.64017,72.28606906221555,AKASA,1,2023-24
12/23,3518,7132.45,3576,602655,618.954,659.206,93.89386625728527,73.33294000000001,76.04431241949388,AKASA,1,2023-24
01/24,3542,7145.683333333333,3581.472,595767,610.078526,660.333044,92.38951943165213,73.44166487,74.67921571097685,AKASA,1,2023-24
02/24,3378,6817.033333333334,3350.315,567507,570.497194,619.66566,92.06532341972928,68.6924963,73.85972971257414,AKASA,1,2023-24
03/24,3664,7285.816666666667,3640.349,590036,597.6017830000001,675.453281,88.47418464164662,74.64899656,71.5354731219712,AKASA,1,2023-24
