Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/18,3309,5917.9,3838,462622,538.297,606.449,88.76212179424817,57.574,79.68527460311947,VISTARA,1,2018-19
05/18,3491,6327.5,4097.9,471499,554.9668,647.4621999999999,85.71416215494898,61.460300000000004,78.53866642369138,VISTARA,1,2018-19
06/18,3385,6067.2,3941.8,452177,528.3284,622.8006,84.83106792125761,67.7898,79.73529941082582,VISTARA,1,2018-19
07/18,3405,6033.12,3928.3,451473,522.0336,620.6751999999999,84.10737210057692,67.5672,78.81708876496289,VISTARA,1,2018-19
08/18,3321,5831.97,3835.42,422985,494.12266999999997,605.99589,81.53894740111191,65.96916999999999,76.47320710568286,VISTARA,1,2018-19
09/18,3264,5643.4,3737.258,436063,502.368423,591.914974,84.87172061303521,64.2808376,80.02732310382963,VISTARA,1,2018-19
10/18,3470,6022.57,3994.627,434761,508.194893,637.4884159999999,79.71829452035095,68.707584,76.07947326455258,VISTARA,1,2018-19
11/18,3342,5866.38,3862.618,415432,487.427348,621.214532,78.46361005605065,66.43703,74.19696666151393,VISTARA,1,2018-19
12/18,3582,6329.85,4182.37,478133,563.77679,678.617036,83.07731166359932,71.936764,78.17212350558333,VISTARA,1,2018-19
01/19,3454,6240.47,4090.854,470340,560.32413,665.6305600000001,84.17944783064046,70.362689,78.92057252104166,VISTARA,1,2018-19
02/19,3137,5634.235,3661.567,452362,532.463735,597.498662,89.11546901505865,62.978952,83.3009002753809,VISTARA,1,2018-19
03/19,3485,6104.63,4081.152,490428,579.5676940000001,667.765944,86.79204131440403,70.195814,81.99297468079791,VISTARA,1,2018-19
