Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/21,16688,28631.07,14493.783,1701955,1607361,2563714,62.696580039739224,271228.597628,59.73729913179094,INDIGO,1,2021-22
05/21,26210,45409.19,23124.08,2932469,2766997,4178445,66.2207352256641,466797.997179001,58.01453994781246,INDIGO,1,2021-22
06/21,30288,51609.56,26443.813,3816286,3549811,4796093,74.01464066689283,538163.327991,63.66855283675705,INDIGO,1,2021-22
07/21,32082,54745.37,27657,3958375,3668544,4986115,73.57519832575062,557736,63.33946526672117,INDIGO,1,2021-22
08/21,36567,63408.19,31914.095,4807415,4515676,5792852,77.95255255960276,647698.437444001,66.55822969269877,INDIGO,1,2021-22
09/21,41846,72562.5,36288.846,5706021,5357596,6657154,80.47877516428191,982313.423671997,51.283706994847314,INDIGO,1,2021-22
10/21,44893,78309.18,39262.646,6140654,5770309,7195573,80.19248779770561,803039.959728001,67.66515452942708,INDIGO,1,2021-22
11/21,377821,658167,334459.125,45941329,43521733,60919261,71.44166276081386,6878241.827789999,60.673671980292795,INDIGO,1,2021-22
12/21,,,,,,,,,,INDIGO,1,2021-22
01/22,41982,71009.49,36123.9,5783838,5397618,6667040,80.95973625476974,751461.260106,67.76076303030878,INDIGO,1,2021-22
02/22,43927,75079.52,38171.49,5957411,5665270,7108985,79.69168594391464,820813.369138,65.06584179225378,INDIGO,1,2021-22
03/22,45450,78683.78,39809.33,6376429,6076111,7427863,81.80160296440579,832904.7219240007,69.01558011343009,INDIGO,1,2021-22
