Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/19,3755,6250.15,4176.91,516629,579.240801,685.01324,84.55906647877347,71.843,79.79263672174045,VISTARA,1,2019-20
05/19,4143,6710.45,4473.728,578615,628.383752,733.694696,85.64648966741338,75.1600346,82.41203275417331,VISTARA,1,2019-20
06/19,4820,6680.77,5023.979,647799,690.144629,828.585091,83.29194388075226,85.93317000000003,78.40845488162482,VISTARA,1,2019-20
07/19,5293,6941.466666666666,5468.044,714504,745.810334,904.8270200000001,82.42573635787312,94.37728230000005,75.87540816302987,VISTARA,1,2019-20
08/19,5135,8343.22,5395.226,684209,730.22795,892.29228,81.83730447606249,92.99060680000008,73.60972232826634,VISTARA,1,2019-20
09/19,5055,6796.27,5346.344,664391,711.17673,885.3792480000001,80.32453116633246,92.57941480000008,69.81529216762769,VISTARA,1,2019-20
10/19,5182,9229.39,5571.612,668715,718.659118,922.3958839999999,77.91222082252918,95.07589790000004,68.39088742869494,VISTARA,1,2019-20
11/19,5496,9646.28,5823.103,760313,809.168923,962.2310600000001,84.0929956054422,94.0183151000001,77.47368416730959,VISTARA,1,2019-20
12/19,5914,10490.75,6299.424,791892,842.999685,1039.351432,81.10824299128882,104.9004405000001,72.36373194829427,VISTARA,1,2019-20
01/20,6052,10751.47,6436.737,830945,885.425029,1060.196124,83.51521090827909,99.27219390000008,82.30450192256698,VISTARA,1,2019-20
02/20,5766,10409.52,6086.931,833783,882.3059129999999,1002.7085159999999,87.99226284819945,94.61362760000011,86.47857247363365,VISTARA,1,2019-20
03/20,4182,7227.35,4456.119,457191,488.179074,734.9275600000001,66.42546838221715,76.84367730000005,59.54871495328603,VISTARA,1,2019-20
