Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/21,,,,,,, ,, ,INDIGO,2,2021-22
05/21,0,0,0,0,0,0, ,0, ,INDIGO,2,2021-22
06/21,,,,,,,,,,INDIGO,2,2021-22
07/21,,,,,,,,,,INDIGO,2,2021-22
08/21,,,,,,,,,,INDIGO,2,2021-22
09/21,,"Monthly Traffic And Operating Statistics (Provisional)
 (Non- Scheduled Domestic Services)",,,,,,,,INDIGO,2,2021-22
10/21,AIRCRAFT FLOWN,,,"PASSENGERS CARRIED
(IN NUMBER)","PASSENGER KMS.PERFORMED
(IN THOUSAND)","AVAILABLE SEAT KILOMETRE
(IN THOUSAND)"," PAX.LOAD FACTOR#
(IN %)","AVAILABLE TONNE KILOMETRE
(IN THOUSAND)"," WEIGHT LOAD FACTOR##
(IN %)",INDIGO,2,2021-22
11/21,"DEPARTURES
(IN NUMBER)","HOURS
(IN NUMBER)","KILOMETRE
(IN THOUSAND)",,,,,,,INDIGO,2,2021-22
12/21,108,195.31,128.776,6763,5260,9846,53.422709729839525,1790.0848239999998,30.39809998076382,INDIGO,2,2021-22
01/22,4407,14500.18,11308.12,680361,1732792,2159646,80.23500147709393,248279.78228499994,65.83733381212798,INDIGO,2,2021-22
02/22,4462,16576,11150.84,706708,1757794,2149575,81.77402509798448,246113.50885999994,67.31351190366347,INDIGO,2,2021-22
03/22,4683,17197.07,11381.01,749298,1827849,2198911,83.12519242479573,249588.79664400002,68.64478662212365,INDIGO,2,2021-22
