Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
04/22,752,2026.1333333333334,1463.446,114983,232.22932600000001,275.53254599999997,84.28380943425829,27.17986,68.00630540985128,SPICE,2,2022-23
05/22,1076,3047.633333333333,2211.733,151132,328.61792099999997,414.712215,79.23999079699159,40.034189,64.52932943317522,SPICE,2,2022-23
06/22,1014,2808.5666666666666,2046.568,151902,323.62674200000004,383.86481,84.30747845836665,37.818576,67.32126382571889,SPICE,2,2022-23
07/22,1073,3132.3,2286.673,158666,361.695448,428.136891,84.48126185883851,41.999754,68.44054791975687,SPICE,2,2022-23
08/22,1067,3217.016666666667,2362.088,155879,372.03704100000004,442.14919199999997,84.1428747878386,42.818197,68.71221559032485,SPICE,2,2022-23
09/22,1068,3297,2431.542,156798,385.094735,455.145075,84.60922816752439,44.329718,69.0012934288912,SPICE,2,2022-23
10/22,1013,3283.45,2434.003,157792,392.631083,457.744326,85.77519385789175,44.34514299999999,69.66857455566218,SPICE,2,2022-23
11/22,1025,3486.233333333333,2572.304,163858,409.464831,485.898612,84.26960293519011,48.229752,66.72253298055524,SPICE,2,2022-23
12/22,1117,3822.9166666666665,2787.802,185868,465.177962,526.45461,88.36050690106028,52.054404000000005,70.0630008868798,SPICE,2,2022-23
01/23,1091,3849.133333333333,2776.248,176466,448.228325,524.269212,85.49583205355191,52.08464,67.34534634773323,SPICE,2,2022-23
02/23,964,3415.8166666666666,2480.562,161043,413.230779,468.58219799999995,88.18746865838041,47.373232,68.23483962958238,SPICE,2,2022-23
03/23,1094,3910.383333333333,2849.746,176787,454.550697,538.1559579999999,84.46449216864382,53.772304,66.0385674995626,SPICE,2,2022-23
