Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
2024-04-01,2976.0,5348.733333333335,2768.679999999998,422278.0,399.7752409999998,486.1691650000001,82.22965785993436,55.37359999999995,29.922990966272742,AIE,1,2024-25
2024-05-01,2233.0,4168.566666666667,1647.2969999999996,328320.0,328.66900400000026,388.78556800000007,84.53734681838813,44.18614000000003,76.04398211746937,AIE,1,2024-25
2024-06-01,2844.0,5302.066666666667,2802.5030000000006,423233.0,426.312631,492.05723200000006,86.63883046027459,56.05006000000001,76.98258582208473,AIE,1,2024-25
2024-07-01,2283.0,4014.7833333333338,2140.715,317746.0,308.142391,376.3195379999999,81.8831763659319,42.81430000000005,74.97423186720314,AIE,1,2024-25
2024-08-01,3094.0,5252.2833333333365,2970.717,408361.0,400.0511809999999,521.0137679999999,76.78322638875062,59.41433999999997,69.57612672183183,AIE,1,2024-25
2024-09-01,3859.0,6731.533333333333,3498.427,517124.0,497.1160119999997,645.5948970000004,77.00123007632747,73.45178000000004,72.39047665570521,AIE,1,2024-25
2024-10-01,8193.0,15390.083333333336,8278.033,1177057.0,1202.927878,1475.0409539999987,81.55216807627708,165.5606600000003,74.11476169864257,AIE,1,2024-25
2024-11-01,7951.0,14771.700000000006,7888.963999999994,1221495.0,1233.7035620000026,1404.026355999999,87.86897459067382,157.77927999999994,80.84474651736603,AIE,1,2024-25
2024-12-01,8714.0,16177.24999999998,8636.586450083023,1342308.0,1342.337927647828,1544.4593890441558,86.91312553569841,172.7317290016602,80.20128149936986,AIE,1,2024-25
2025-01-01,8829.0,16751.283333333347,8965.412918555547,1335289.0,1368.801540430218,1603.9646505354283,85.33863511102258,179.30825837111098,79.74201140093774,AIE,1,2024-25
2025-02-01,9362.0,17713.13333333336,9478.900747216894,1423613.0,1464.138102391248,1690.841601956004,86.59226864879004,189.5780149443376,78.83417911825181,AIE,1,2024-25
2025-03-01,11068.0,20987.86666666668,11211.272777165968,1575238.0,1617.039843295532,2001.710966259669,80.78288377053153,224.22545554331887,74.7272052608237,AIE,1,2024-25
2024-04-01,3218.0,13309.416666666668,8947.819999999992,470382.0,1305.198391000001,1658.335553999999,78.70532521912037,160.97999999999996,55.12374677071683,AIE,2,2024-25
2024-05-01,3349.0,13956.500000000004,9214.685999999994,510024.0,1406.3794190000008,1720.2239550000018,81.75560018869749,153.36719999999983,75.46728360333896,AIE,2,2024-25
2024-06-01,3562.0,14701.833333333332,9064.736000000006,480928.0,1330.3988950000005,1827.4103970000008,72.80241467292035,141.75982000000002,70.05352860246295,AIE,2,2024-25
2024-07-01,3775.0,14886.08333333333,10356.281,521698.0,1433.4029749999995,1911.8259500000008,74.97559989705124,207.12562000000003,55.78944201156767,AIE,2,2024-25
