Date,Departures,Hours,Kilometers,Passengers_Carried,RPK,ASK,PLF,ATK,WLF,Airline,Type,Session
2020-04-01,,,,,0.0,0.0,,0.0,,AI,1,2020-21
2020-05-01,457.0,832.0,482.0,41595.0,39.002038,77.788,50.13888774618193,9.105,133.77937397034597,AI,1,2020-21
2020-06-01,2211.0,4151.0,2425.0,197747.0,184.473,354.204,52.08100416709015,37.112,52.02505928001722,AI,1,2020-21
2020-07-01,2260.0,4147.166666666668,2995.653,142583.0,142.506476,346.488378,41.128789606905656,36.508463860000056,42.10147399447441,AI,1,2020-21
2020-08-01,2589.0,4926.883333333331,3533.723,224999.0,251.564875,421.68664,59.65682835007531,44.54605526000003,58.482586347871326,AI,1,2020-21
2020-09-01,3519.0,6869.066666666666,4840.043,318320.0,358.675638,617.835674,58.0535655505059,66.26531628,56.35762956355419,AI,1,2020-21
2020-10-01,4518.0,8688.666666666668,6060.188,426369.0,471.208851,756.541355,62.2846124518864,80.35141349599998,60.14383277340322,AI,1,2020-21
2020-11-01,5081.0,9988.3,6311.359,558588.0,613.972451,880.142182,69.75832582013436,93.12094972000008,67.15065098436149,AI,1,2020-21
2020-12-01,5857.0,11809.466666666664,7037.842,627009.0,686.2676160000001,1035.020571,66.30473202450004,110.47135226399992,63.5213160735136,AI,1,2020-21
2021-01-01,6365.0,12779.166666666672,7603.38,672139.0,729.220203,1111.072948,65.63207252166848,119.09654744000002,61.86193280700864,AI,1,2020-21
2021-02-01,6285.0,12700.333333333325,7426.432,786746.0,849.666055,1085.916366,78.24415227571956,116.35816318000003,73.3019310711845,AI,1,2020-21
2021-03-01,7102.0,14076.63333333333,8371.057,785520.0,850.1711339999999,1203.236619,70.65701962317023,128.13175841999998,67.64484114843073,AI,1,2020-21
2020-04-01,84.0,589.5166666666665,619.278,3505.0,10.032445,129.675916,7.736552252308748,21.01345080000001,22.05353872196944,AI,2,2020-21
2020-05-01,338.0,2308.3500000000004,2505.518,39457.0,271.69854,461.15,58.917605985037405,70.0019314,46.42837848842554,AI,2,2020-21
2020-06-01,645.0,5636.983333333334,6507.477,110328.0,938.902613,1206.836438,77.79866297010166,182.83025056,52.90639753002051,AI,2,2020-21
2020-07-01,646.0,5643.30066666667,5829.351000000001,99732.0,828.546563,1220.888347,67.8642371381402,188.09824420800024,46.85154283388666,AI,2,2020-21
2020-08-01,596.0,5515.11666666667,4694.118,94308.0,822.193875,1202.207108,68.39036880823366,186.1404095079999,48.0072084879879,AI,2,2020-21
2020-09-01,705.0,6605.750666666666,5713.628,93561.0,766.3536210000001,1446.711218,52.9721212820512,223.7953149520001,41.17688592992433,AI,2,2020-21
2020-10-01,913.0,7669.998333333333,6574.196,119859.0,883.513971,1601.852774,55.15575372097212,243.1804358240001,45.377215674933566,AI,2,2020-21
